contract,specialty,is_primary
10327584,Cardiologia,True
10327584,Eletrocardiografia (Ecg),False
10345590,Psicologia,True
10387943,Ginecologia,False
10387943,Ginecologia / Obstetricia,True
10391355,Endocrinologia,True
10391797,Acupuntura,False
10391797,Ginecologia,False
10391797,Ginecologia / Obstetricia,True
10392041,Alergologia,True
10392041,Alergologia Pediatrica,False
10392041,Pediatria,False
10413103,Ginecologia,False
10413103,Ginecologia / Obstetricia,True
10441026,Ginecologia,False
10441026,Ginecologia / Obstetricia,True
12000230,Psicologia,True
12003182,Foniatria,True
12003182,Fonoaudiologia,False
19301477,Pediatria,True
19301683,Ginecologia / Obstetricia,True
19301868,Pediatria,True
19301987,Oftalmologia,True
19302032,Dermatologia,True
19302136,Ginecologia,False
19302136,Ginecologia / Obstetricia,True
19302466,Cardiologia,True
19302466,Clínica Médica,False
19302522,Homeopatia,True
19302522,Homeopatia Pediatrica,False
19302683,Pediatria,True
19302793,Oftalmologia,True
19303525,Clínica Médica,False
19303525,Gastroenterologia,True
19304499,Psicologia,True
19304709,Alergologia,True
19304709,Alergologia Pediatrica,False
19304856,Ginecologia / Obstetricia,True
19305007,Cardiologia,True
19305007,Clínica Médica,False
19305011,Reumatologia,True
19305920,Nutricao,True
19305941,Dermatologia,True
19305972,Psicologia,True
19305984,Nutricao,True
19306097,Fonoaudiologia,True
19306265,Psicologia,True
19306393,Endocrinologia,True
19306513,Psicologia,True
19306651,Psicologia,True
19306970,Dermatologia,True
19307076,Fonoaudiologia,True
19307230,Nutricao,True
19307256,Psicologia,True
19307297,Nutricao,True
19307311,Fisioterapia,True
19307337,Psicologia,True
19307397,Gastroenterologia,True
19307403,Genética,False
19307403,Genética Médica,True
20000017,Clinica Medica,True
20000017,Clínica Médica,False
20000017,Dermatologia,False
20000017,Gastroenterologia,False
20000017,Oftalmologia,False
20000574,Cardiologia Metodos Graficos,False
20000574,Centro De Diagnose,True
20000574,Colonoscopia,False
20000574,Colposcopia,False
20000574,Densitometria Ossea,False
20000574,Ecocardiografia,False
20000574,Ecocardiograma Fetal,False
20000574,Eletrocardiografia (Ecg),False
20000574,Endoscopia Digestiva,False
20000574,Laboratorio / Anatomia Patologica,False
20000574,Mamografia,False
20000574,Medicina Nuclear,False
20000574,Provas De Funcao Pulmonar,False
20000574,Radiologia,False
20000574,Ressonancia Nuclear Magnetica,False
20000574,Tomografia Computadorizada,False
20000574,Ultrassonografia,False
20000590,Centro De Diagnose,True
20000590,Colonoscopia,False
20000590,Colposcopia,False
20000590,Densitometria Ossea,False
20000590,Ecocardiografia,False
20000590,Eletrocardiografia (Ecg),False
20000590,Endoscopia Digestiva,False
20000590,Laboratorio / Anatomia Patologica,False
20000590,Mamografia,False
20000590,Medicina Nuclear,False
20000590,Radiologia,False
20000590,Ressonancia Nuclear Magnetica,False
20000590,Teste Ergometrico,False
20000590,Tomografia Computadorizada,False
20000590,Ultrassonografia,False
20001998,Laboratorio / Anatomia Patologica,True
20001999,Ressonancia Nuclear Magnetica,False
20001999,Tomografia Computadorizada,True
20002119,Radiologia,True
20002119,Ressonancia Nuclear Magnetica,False
20002119,Tomografia Computadorizada,False
20002119,Ultrassonografia,False
20002232,Laboratorio / Anatomia Patologica,True
20002313,Laboratorio / Anatomia Patologica,True
20002364,Laboratorio / Anatomia Patologica,False
20002364,Ultrassonografia,True
20002445,Medicina Nuclear,True
20002445,Teste Ergometrico,False
20002445,Tomografia Computadorizada,False
20002470,Laboratorio / Anatomia Patologica,True
20002488,Cardiologia Metodos Graficos,False
20002488,Colposcopia,False
20002488,Eletrocardiografia (Ecg),False
20002488,Laboratorio / Anatomia Patologica,True
20002488,Mamografia,False
20002488,Radiologia,False
20002488,Ressonancia Nuclear Magnetica,False
20002488,Tomografia Computadorizada,False
20002488,Ultrassonografia,False
20002500,Laboratorio / Anatomia Patologica,True
20002607,Hemoterapia,True
20002658,Medicina Fetal / Perfil Biofisico,True
20002658,Ultrassonografia,False
20002763,Densitometria Ossea,False
20002763,Radiologia,True
20002763,Ultrassonografia,False
20002798,Ressonancia Nuclear Magnetica,True
20002941,Neurofisiologia Clinica,True
20002941,Neurologia,False
20002984,Densitometria Ossea,True
20003439,Ultrassonografia,True
20003463,Centro De Diagnose,True
20003463,Densitometria Ossea,False
20003463,Ecocardiografia,False
20003463,Endoscopia Digestiva,False
20003463,Mamografia,False
20003463,Radiologia,False
20003463,Tomografia Computadorizada,False
20003463,Ultrassonografia,False
20003471,Laboratorio / Anatomia Patologica,True
20003471,Ultrassonografia,False
20003510,Densitometria Ossea,False
20003510,Mamografia,False
20003510,Radiologia,True
20003510,Ultrassonografia,False
20003552,Colonoscopia,False
20003552,Colposcopia,False
20003552,Densitometria Ossea,False
20003552,Ecocardiografia,False
20003552,Eletrocardiografia (Ecg),False
20003552,Endoscopia Digestiva,False
20003552,Laboratorio / Anatomia Patologica,True
20003552,Mamografia,False
20003552,Medicina Nuclear,False
20003552,Radiologia,False
20003552,Ressonancia Nuclear Magnetica,False
20003552,Tomografia Computadorizada,False
20003552,Ultrassonografia,False
20003684,Densitometria Ossea,False
20003684,Laboratorio / Anatomia Patologica,True
20003684,Mamografia,False
20003684,Ultrassonografia,False
20003730,Endoscopia Digestiva,True
20003862,Laboratorio / Anatomia Patologica,True
20003870,Medicina Nuclear,True
20003870,Ultrassonografia,False
20003889,Laboratorio / Anatomia Patologica,True
20003889,Medicina Nuclear,False
20003889,Ultrassonografia,False
20003935,Densitometria Ossea,False
20003935,Mamografia,False
20003935,Radiologia,True
20003935,Ressonancia Nuclear Magnetica,False
20003935,Tomografia Computadorizada,False
20003935,Ultrassonografia,False
20004001,Densitometria Ossea,False
20004001,Mamografia,False
20004001,Radiologia,True
20004001,Ultrassonografia,False
20004095,Laboratorio / Anatomia Patologica,True
20004150,Ultrassonografia,True
20004273,Laboratorio / Anatomia Patologica,False
20004273,Radiologia,True
20004273,Tomografia Computadorizada,False
20004273,Ultrassonografia,False
20004303,Laboratorio / Anatomia Patologica,True
20004400,Radiologia,True
20004400,Ultrassonografia,False
20004460,Cirurgia Do Aparelho Digestivo,False
20004460,Medicina Nuclear,False
20004460,Radiologia,True
20004460,Ressonancia Nuclear Magnetica,False
20004460,Tomografia Computadorizada,False
20004460,Ultrassonografia,False
20004478,Cardiologia,False
20004478,Ecocardiografia,False
20004478,Laboratorio / Anatomia Patologica,True
20004478,Mamografia,False
20004478,Medicina Nuclear,False
20004478,Radiologia,False
20004478,Ressonancia Nuclear Magnetica,False
20004478,Tomografia Computadorizada,False
20004478,Ultrassonografia,False
20004516,Alergologia,True
20004516,Laboratorio / Anatomia Patologica,False
20004524,Laboratorio / Anatomia Patologica,True
20004591,Laboratorio / Anatomia Patologica,True
20004621,Mamografia,False
20004621,Ultrassonografia,True
20004630,Laboratorio / Anatomia Patologica,True
20004630,Ultrassonografia,False
20004656,Laboratorio / Anatomia Patologica,True
20004702,Densitometria Ossea,True
20004702,Mamografia,False
20004702,Radiologia,False
20004702,Tomografia Computadorizada,False
20004702,Ultrassonografia,False
20004710,Laboratorio / Anatomia Patologica,True
20004770,Radiologia,True
20004770,Ultrassonografia,False
20004850,Laboratorio / Anatomia Patologica,True
20004885,Laboratorio / Anatomia Patologica,True
20004940,Cardiologia Metodos Graficos,False
20004940,Citopatologia,False
20004940,Colposcopia,False
20004940,Densitometria Ossea,False
20004940,Ecocardiografia,False
20004940,Eletrocardiografia (Ecg),False
20004940,Laboratorio / Anatomia Patologica,True
20004940,Mamografia,False
20004940,Radiologia,False
20004940,Ressonancia Nuclear Magnetica,False
20004940,Teste Ergometrico,False
20004940,Ultrassonografia,False
20004982,Laboratorio / Anatomia Patologica,True
20005008,Densitometria Ossea,False
20005008,Laboratorio / Anatomia Patologica,False
20005008,Mamografia,False
20005008,Radiologia,True
20005008,Ressonancia Nuclear Magnetica,False
20005008,Tomografia Computadorizada,False
20005008,Ultrassonografia,False
20005180,Laboratorio / Anatomia Patologica,True
20005210,Radiologia,True
20005210,Ressonancia Nuclear Magnetica,False
20005210,Tomografia Computadorizada,False
20005210,Ultrassonografia,False
20005245,Laboratorio / Anatomia Patologica,False
20005245,Radiologia,True
20005245,Ressonancia Nuclear Magnetica,False
20005245,Tomografia Computadorizada,False
20005245,Ultrassonografia,False
20005288,Ortopedia E Traumatologia,True
20005296,Laboratorio / Anatomia Patologica,True
20005342,Hematologia,False
20005342,Oncologia,True
20005342,Quimioterapia,False
20005350,Centro De Diagnose,True
20005350,Laboratorio / Anatomia Patologica,False
20005695,Laboratorio / Anatomia Patologica,True
20005768,Laboratorio / Anatomia Patologica,True
20005822,Laboratorio / Anatomia Patologica,True
20006020,Radiologia,True
20006020,Ultrassonografia,False
20006055,Laboratorio / Anatomia Patologica,True
20006071,Radiologia,True
20006071,Ressonancia Nuclear Magnetica,False
20006071,Tomografia Computadorizada,False
20006071,Ultrassonografia,False
20006110,Ultrassonografia,True
20006241,Densitometria Ossea,True
20006241,Mamografia,False
20006241,Ressonancia Nuclear Magnetica,False
20006241,Ultrassonografia,False
20007990,Densitometria Ossea,False
20007990,Radiologia,True
20007990,Tomografia Computadorizada,False
20007990,Ultrassonografia,False
20008031,Cardiologia,True
20008112,Laboratorio / Anatomia Patologica,True
20008120,Radiologia,False
20008120,Ressonancia Nuclear Magnetica,False
20008120,Terapia Ocupacional,True
20008120,Tomografia Computadorizada,False
20008171,Cardiologia Metodos Graficos,False
20008171,Mamografia,False
20008171,Provas De Funcao Pulmonar,False
20008171,Radiologia,True
20008171,Ressonancia Nuclear Magnetica,False
20008171,Tomografia Computadorizada,False
20008171,Ultrassonografia,False
20008180,Laboratorio / Anatomia Patologica,True
20008244,Densitometria Ossea,False
20008244,Radiologia,True
20008244,Ressonancia Nuclear Magnetica,False
20008244,Tomografia Computadorizada,False
20008244,Ultrassonografia,False
20008279,Otorrinolaringologia,True
20008287,Densitometria Ossea,False
20008287,Radiologia,True
20008287,Tomografia Computadorizada,False
20008287,Ultrassonografia,False
20008368,Angiologia / Cirurgia Vascular,True
20008368,Cardiologia,False
20008368,Cirurgia Cardiovascular,False
20008368,Cirurgia Do Aparelho Digestivo,False
20008368,Cirurgia Geral,False
20008368,Cirurgia Plástica Reparadora,False
20008368,Clínica Médica,False
20008368,Dermatologia,False
20008368,Endocrinologia,False
20008368,Gastroenterologia,False
20008368,Geriatria,False
20008368,Ginecologia / Obstetricia,False
20008368,Hepatologia,False
20008368,Laboratorio / Anatomia Patologica,False
20008368,Oftalmologia,False
20008368,Ortopedia E Traumatologia,False
20008368,Otorrinolaringologia,False
20008368,Pneumologia,False
20008368,Proctologia,False
20008368,Radiologia,False
20008368,Reumatologia,False
20008368,Ultrassonografia,False
20008368,Urologia,False
20008422,Laboratorio / Anatomia Patologica,True
20008538,Centro De Diagnose,True
20008538,Ultrassonografia,False
20008759,Ultrassonografia,True
20008791,Laboratorio / Anatomia Patologica,True
20008953,Cardiologia,True
20008953,Cirurgia Cardiovascular,False
20009607,Densitometria Ossea,False
20009607,Ecocardiografia,False
20009607,Ecografia Vascular Com Doppler,False
20009607,Mamografia,False
20009607,Radiologia,False
20009607,Ressonancia Nuclear Magnetica,True
20009607,Ultrassonografia,False
20010435,Colposcopia,False
20010435,Densitometria Ossea,False
20010435,Laboratorio / Anatomia Patologica,True
20010435,Mamografia,False
20010435,Ultrassonografia,False
20010443,Laboratorio / Anatomia Patologica,True
20010532,Laboratorio / Anatomia Patologica,True
20010710,Laboratorio / Anatomia Patologica,True
20010770,Laboratorio / Anatomia Patologica,True
20010915,Laboratorio / Anatomia Patologica,True
20010915,Radiologia,False
20010915,Ultrassonografia,False
20011083,Laboratorio / Anatomia Patologica,True
20011130,Laboratorio / Anatomia Patologica,True
20011237,Laboratorio / Anatomia Patologica,True
20011474,Laboratorio / Anatomia Patologica,True
20011520,Laboratorio / Anatomia Patologica,True
20011547,Laboratorio / Anatomia Patologica,True
20011687,Laboratorio / Anatomia Patologica,True
20011733,Laboratorio / Anatomia Patologica,True
20011962,Laboratorio / Anatomia Patologica,True
20012047,Densitometria Ossea,False
20012047,Mamografia,False
20012047,Ultrassonografia,True
20012179,Laboratorio / Anatomia Patologica,True
20012365,Centro De Diagnose,True
20012365,Mamografia,False
20012365,Ultrassonografia,False
20012420,Laboratorio / Anatomia Patologica,True
20012497,Laboratorio / Anatomia Patologica,True
20012500,Laboratorio / Anatomia Patologica,False
20012500,Oncologia,True
20012578,Laboratorio / Anatomia Patologica,True
20012594,Laboratorio / Anatomia Patologica,True
20012667,Colposcopia,True
20012667,Laboratorio / Anatomia Patologica,False
20012829,Laboratorio / Anatomia Patologica,True
20013132,Angiologia / Cirurgia Vascular,False
20013132,Cardiologia,False
20013132,Cardiologia Metodos Graficos,False
20013132,Centro De Diagnose,True
20013221,Centro De Diagnose,True
20013221,Laboratorio / Anatomia Patologica,False
20013248,Laboratorio / Anatomia Patologica,True
20013272,Laboratorio / Anatomia Patologica,True
20013280,Laboratorio / Anatomia Patologica,True
20013531,Laboratorio / Anatomia Patologica,True
20014236,Laboratorio / Anatomia Patologica,True
20014562,Cardiologia,False
20014562,Cirurgia Geral,False
20014562,Clinica Medica,True
20014562,Clínica Médica,False
20014562,Colposcopia,False
20014562,Densitometria Ossea,False
20014562,Dermatologia,False
20014562,Ecografia Vascular Com Doppler,False
20014562,Eletrocardiografia (Ecg),False
20014562,Gastroenterologia,False
20014562,Ginecologia / Obstetricia,False
20014562,Laboratorio / Anatomia Patologica,False
20014562,Mamografia,False
20014562,Mastologia,False
20014562,Oftalmologia,False
20014562,Ortopedia E Traumatologia,False
20014562,Otorrinolaringologia,False
20014562,Pediatria,False
20014562,Proctologia,False
20014562,Provas De Funcao Pulmonar,False
20014562,Radiologia,False
20014562,Ressonancia Nuclear Magnetica,False
20014562,Reumatologia,False
20014562,Tomografia Computadorizada,False
20014562,Ultrassonografia,False
20014562,Urologia,False
20045069,Laboratorio / Anatomia Patologica,True
20045085,Laboratorio / Anatomia Patologica,True
20045085,Radiologia,False
20045085,Ultrassonografia,False
20045107,Radiologia,True
20045107,Ultrassonografia,False
20045166,Densitometria Ossea,False
20045166,Radiologia,True
20045166,Ultrassonografia,False
20045247,Centro De Diagnose,True
20045247,Colposcopia,False
20045247,Laboratorio / Anatomia Patologica,False
20045247,Mamografia,False
20045247,Ultrassonografia,False
20045263,Laboratorio / Anatomia Patologica,True
20045310,Ecocardiografia,False
20045310,Mamografia,False
20045310,Teste Ergometrico,False
20045310,Ultrassonografia,True
20045808,Laboratorio / Anatomia Patologica,True
20046049,Laboratorio / Anatomia Patologica,True
20046766,Laboratorio / Anatomia Patologica,True
20058594,Laboratorio / Anatomia Patologica,True
20059701,Laboratorio / Anatomia Patologica,True
20059787,Clinica Medica,True
20059787,Endoscopia Digestiva,False
20059787,Gastroenterologia,False
20059787,Nutricao,False
20059787,Proctologia,False
20060076,Laboratorio / Anatomia Patologica,True
20060181,Densitometria Ossea,False
20060181,Radiologia,False
20060181,Radiologia Intervencionista,False
20060181,Ultrassonografia,True
20060181,Urologia,False
20060289,Laboratorio / Anatomia Patologica,True
20060394,Laboratorio / Anatomia Patologica,True
20060394,Radiologia,False
20060394,Ressonancia Nuclear Magnetica,False
20060394,Tomografia Computadorizada,False
20060394,Ultrassonografia,False
20060491,Fisioterapia,False
20060491,Fonoaudiologia,False
20060491,Psicologia,False
20060491,Terapia Ocupacional,True
20060513,Ultrassonografia,True
20060599,Radiologia,True
20060599,Ultrassonografia,False
20060629,Laboratorio / Anatomia Patologica,True
20060637,Laboratorio / Anatomia Patologica,True
20060815,Audiometria,False
20060815,Colposcopia,False
20060815,Eletrocardiografia (Ecg),False
20060815,Laboratorio / Anatomia Patologica,True
20060815,Mamografia,False
20060815,Radiologia,False
20060815,Ultrassonografia,False
20061099,Mamografia,False
20061099,Radiologia,True
20061099,Ultrassonografia,False
20061838,Medicina Nuclear,True
20061870,Audiometria,False
20061870,Cardiologia,True
20061870,Cardiologia Metodos Graficos,False
20061870,Densitometria Ossea,False
20061870,Ecocardiografia,False
20061870,Eletrocardiografia (Ecg),False
20061870,Eletrocardiografia Computadorizada,False
20061870,Laboratorio / Anatomia Patologica,False
20061870,Mamografia,False
20061870,Provas De Funcao Pulmonar,False
20061870,Radiologia,False
20061870,Tomografia Computadorizada,False
20062052,Laboratorio / Anatomia Patologica,True
20064063,Laboratorio / Anatomia Patologica,True
20064381,Laboratorio / Anatomia Patologica,True
20064543,Ginecologia,False
20064543,Ginecologia / Obstetricia,True
20064543,Mastologia,False
20064543,Ultrassonografia,False
20068158,Densitometria Ossea,False
20068158,Mamografia,False
20068158,Radiologia,True
20068158,Ultrassonografia,False
20068174,Radiologia,True
20068174,Ressonancia Nuclear Magnetica,False
20068174,Tomografia Computadorizada,False
20068174,Ultrassonografia,False
20068204,Ginecologia,False
20068204,Ginecologia / Obstetricia,True
20068255,Radiologia,True
20068255,Tomografia Computadorizada,False
20068557,Laboratorio / Anatomia Patologica,True
20068565,Mamografia,False
20068565,Radiologia,False
20068565,Ressonancia Nuclear Magnetica,False
20068565,Tomografia Computadorizada,False
20068565,Ultrassonografia,True
20068646,Laboratorio / Anatomia Patologica,True
20068824,Radiologia,True
20068824,Ressonancia Nuclear Magnetica,False
20068824,Tomografia Computadorizada,False
20068824,Ultrassonografia,False
20068867,Laboratorio / Anatomia Patologica,True
20069030,Laboratorio / Anatomia Patologica,True
20069103,Laboratorio / Anatomia Patologica,True
20069103,Ultrassonografia,False
20069219,Laboratorio / Anatomia Patologica,True
20069723,Laboratorio / Anatomia Patologica,True
20069758,Medicina Nuclear,True
20069766,Ressonancia Nuclear Magnetica,False
20069766,Tomografia Computadorizada,True
20069766,Ultrassonografia,False
20069774,Laboratorio / Anatomia Patologica,True
20069804,Densitometria Ossea,False
20069804,Mamografia,False
20069804,Radiologia,True
20069804,Tomografia Computadorizada,False
20069804,Ultrassonografia,False
20069820,Endoscopia Digestiva,True
20070152,Ressonancia Nuclear Magnetica,True
20070152,Tomografia Computadorizada,False
20070152,Ultrassonografia,False
20070179,Ressonancia Nuclear Magnetica,False
20070179,Tomografia Computadorizada,True
20070179,Ultrassonografia,False
20070330,Densitometria Ossea,False
20070330,Ecocardiografia,False
20070330,Eletrocardiografia (Ecg),False
20070330,Mamografia,False
20070330,Medicina Nuclear,False
20070330,Radiologia,False
20070330,Ressonancia Nuclear Magnetica,True
20070330,Tomografia Computadorizada,False
20070330,Ultrassonografia,False
20070349,Laboratorio / Anatomia Patologica,True
20070420,Laboratorio / Anatomia Patologica,True
20070586,Eletrocardiografia (Ecg),False
20070586,Neurofisiologia Clinica,True
20070713,Laboratorio / Anatomia Patologica,True
20070748,Laboratorio / Anatomia Patologica,True
20070748,Medicina Nuclear,False
20070896,Oftalmologia,True
20071019,Alergologia,True
20071019,Alergologia Pediatrica,False
20071019,Cardiologia,False
20071019,Laboratorio / Anatomia Patologica,False
20071019,Medicina Nuclear,False
20071019,Tomografia Computadorizada,False
20071019,Ultrassonografia,False
20071043,Genética,False
20071043,Laboratorio / Anatomia Patologica,False
20071043,Não Utilizar,True
20071124,Densitometria Ossea,False
20071124,Mamografia,False
20071124,Radiologia,True
20071124,Ressonancia Nuclear Magnetica,False
20071124,Tomografia Computadorizada,False
20071124,Ultrassonografia,False
20071140,Densitometria Ossea,False
20071140,Laboratorio / Anatomia Patologica,False
20071140,Mamografia,False
20071140,Medicina Nuclear,False
20071140,Radiologia,True
20071140,Ultrassonografia,False
20071213,Medicina Nuclear,False
20071213,Radiologia,True
20071213,Ultrassonografia,False
20071418,Laboratorio / Anatomia Patologica,True
20071434,Densitometria Ossea,False
20071434,Radiologia,True
20071434,Ressonancia Nuclear Magnetica,False
20071434,Tomografia Computadorizada,False
20071434,Ultrassonografia,False
20071574,Laboratorio / Anatomia Patologica,True
20071590,Pneumologia,True
20071590,Provas De Funcao Pulmonar,False
20075472,Laboratorio / Anatomia Patologica,True
20075472,Mamografia,False
20075472,Radiologia,False
20075472,Ultrassonografia,False
20075510,Endoscopia Digestiva,False
20075510,Laboratorio / Anatomia Patologica,True
20075510,Radiologia,False
20075510,Ressonancia Nuclear Magnetica,False
20075510,Tomografia Computadorizada,False
20075510,Ultrassonografia,False
20075596,Radiologia,False
20075596,Ressonancia Nuclear Magnetica,False
20075596,Ultrassonografia,True
20075782,Tomografia Computadorizada,True
20075782,Ultrassonografia,False
20076371,Endoscopia Digestiva,True
20076827,Laboratorio / Anatomia Patologica,True
20076983,Laboratorio / Anatomia Patologica,True
20077165,Densitometria Ossea,False
20077165,Mamografia,False
20077165,Radiologia,True
20077165,Radiologia Intervencionista,False
20077165,Ressonancia Nuclear Magnetica,False
20077165,Tomografia Computadorizada,False
20077165,Ultrassonografia,False
20077238,Radiologia,True
20077238,Ressonancia Nuclear Magnetica,False
20077238,Tomografia Computadorizada,False
20077238,Ultrassonografia,False
20077289,Ultrassonografia,True
20077300,Laboratorio / Anatomia Patologica,True
20077386,Densitometria Ossea,False
20077386,Mamografia,False
20077386,Medicina Fetal / Perfil Biofisico,False
20077386,Radiologia,True
20077386,Ressonancia Nuclear Magnetica,False
20077386,Tomografia Computadorizada,False
20077386,Ultrassonografia,False
20077408,Laboratorio / Anatomia Patologica,True
20077521,Laboratorio / Anatomia Patologica,True
20077530,Endoscopia Digestiva,True
20084722,Alergologia,True
20084722,Angiologia / Cirurgia Vascular,False
20084722,Cardiologia,False
20084722,Cirurgia Geral,False
20084722,Clínica Médica,False
20084722,Dermatologia,False
20084722,Endocrinologia,False
20084722,Gastroenterologia,False
20084722,Ginecologia,False
20084722,Neurologia,False
20084722,Ortopedia E Traumatologia,False
20084722,Otorrinolaringologia,False
20084722,Pneumologia,False
20084994,Radiologia,True
20084994,Ressonancia Nuclear Magnetica,False
20084994,Tomografia Computadorizada,False
20085036,Laboratorio / Anatomia Patologica,True
20085036,Medicina Nuclear,False
20085079,Radiologia,True
20085079,Tomografia Computadorizada,False
20085079,Ultrassonografia,False
20085273,Laboratorio / Anatomia Patologica,True
20085613,Radiologia,True
20085613,Ressonancia Nuclear Magnetica,False
20085613,Tomografia Computadorizada,False
20085613,Ultrassonografia,False
20085850,Tomografia Computadorizada,True
20085931,Laboratorio / Anatomia Patologica,True
20085974,Laboratorio / Anatomia Patologica,True
20086091,Ultrassonografia,True
20086172,Laboratorio / Anatomia Patologica,True
20086512,Cardiologia,True
20086512,Laboratorio / Anatomia Patologica,False
20086563,Ultrassonografia,True
20086636,Densitometria Ossea,False
20086636,Mamografia,False
20086636,Radiologia,True
20086636,Ressonancia Nuclear Magnetica,False
20086636,Tomografia Computadorizada,False
20086636,Ultrassonografia,False
20086695,Laboratorio / Anatomia Patologica,True
20086733,Ecocardiografia,False
20086733,Mamografia,False
20086733,Radiologia,True
20086849,Radiologia,True
20086911,Laboratorio / Anatomia Patologica,True
20087012,Audiometria,True
20087160,Laboratorio / Anatomia Patologica,True
20087217,Ortopedia E Traumatologia,True
20087217,Radiologia,False
20088205,Laboratorio / Anatomia Patologica,True
20088442,Laboratorio / Anatomia Patologica,True
20088680,Laboratorio / Anatomia Patologica,True
20088965,Densitometria Ossea,False
20088965,Ecocardiografia,False
20088965,Ecocardiograma Fetal,False
20088965,Mamografia,False
20088965,Ressonancia Nuclear Magnetica,False
20088965,Tomografia Computadorizada,False
20088965,Ultrassonografia,True
20089082,Laboratorio / Anatomia Patologica,True
20089090,Centro De Diagnose,True
20089090,Laboratorio / Anatomia Patologica,False
20089368,Laboratorio / Anatomia Patologica,True
20089430,Laboratorio / Anatomia Patologica,True
20089783,Clinica Medica,True
20089783,Clínica Médica,False
20089783,Gastroenterologia,False
20089864,Cardiologia,True
20089864,Clínica Médica,False
20089864,Dermatologia,False
20089864,Eletrocardiografia (Ecg),False
20089864,Endocrinologia,False
20089864,Fisioterapia,False
20089864,Ginecologia,False
20089864,Ginecologia / Obstetricia,False
20089864,Laboratorio / Anatomia Patologica,False
20089864,Oftalmologia,False
20089864,Ortopedia E Traumatologia,False
20089864,Otorrinolaringologia,False
20089864,Pediatria,False
20089864,Radiologia,False
20089864,Ultrassonografia,False
20089864,Urologia,False
20090439,Laboratorio / Anatomia Patologica,True
20090749,Fisioterapia,True
20090749,Fonoaudiologia,False
20090749,Psicologia,False
20091222,Laboratorio / Anatomia Patologica,True
20094345,Laboratorio / Anatomia Patologica,True
20094779,Laboratorio / Anatomia Patologica,True
20099380,Eletrocardiografia (Ecg),False
20099380,Radiologia,True
20099380,Tomografia Computadorizada,False
20099380,Ultrassonografia,False
20099770,Laboratorio / Anatomia Patologica,True
20099827,Laboratorio / Anatomia Patologica,True
20101040,Laboratorio / Anatomia Patologica,True
20101147,Centro De Diagnose,True
20101147,Laboratorio / Anatomia Patologica,False
20101805,Audiometria,False
20101805,Centro De Diagnose,True
20101805,Colonoscopia,False
20101805,Colposcopia,False
20101805,Densitometria Ossea,False
20101805,Ecocardiografia,False
20101805,Eletrocardiografia (Ecg),False
20101805,Endoscopia Digestiva,False
20101805,Laboratorio / Anatomia Patologica,False
20101805,Mamografia,False
20101805,Provas De Funcao Pulmonar,False
20101805,Radiologia,False
20101805,Ressonancia Nuclear Magnetica,False
20101805,Ultrassonografia,False
20101929,Neurofisiologia Clinica,False
20101929,Neurologia,True
20101961,Laboratorio / Anatomia Patologica,True
20102461,Hematologia,True
20102780,Laboratorio / Anatomia Patologica,True
20102860,Laboratorio / Anatomia Patologica,True
20110634,Laboratorio / Anatomia Patologica,True
20111427,Cardiologia Metodos Graficos,True
20111427,Densitometria Ossea,False
20111427,Ecocardiografia,False
20111427,Ecocardiograma Fetal,False
20111427,Eletrocardiografia (Ecg),False
20111427,Mamografia,False
20111427,Medicina Nuclear,False
20111427,Provas De Funcao Pulmonar,False
20111427,Radiologia,False
